id_filme,person_id,character,role
159967,tm44530,Avantika Sarin,ACTOR
230656,tm44530,Kartik Suri,ACTOR
65000,tm44530,Meghna's Father,ACTOR
1346,tm44530,Meghna's Mother,ACTOR
257169,tm44530,Shomu,ACTOR
351846,tm44530,Sheena Bajaj,ACTOR
141806,tm44530,Vinay Khosla,ACTOR
64471,tm44530,Herself (Cameo),ACTOR
61016,tm44530,Himself (Cameo),ACTOR
365270,tm44530,Himself (Cameo),ACTOR
45230,tm44530,Himself (Cameo),ACTOR
67792,tm44530,Himself (Cameo),ACTOR
730401,tm44530,Herself (Cameo),ACTOR
177013,tm44530,Herself (Cameo),ACTOR
730402,tm44530,Herself (Cameo),ACTOR
942361,tm44530,Reporter (Cameo),ACTOR
234354,tm44530,Photographer (Cameo),ACTOR
265206,tm44530,Meghna's Cousin,ACTOR
914686,tm44530,Viren (Special Appearance),ACTOR
67792,tm44530,,DIRECTOR
59075,tm89936,Sang-hwan,ACTOR
75395,tm89936,Wi-jin,ACTOR
19359,tm89936,Ja-woon,ACTOR
49288,tm89936,Heuk-woon,ACTOR
110152,tm89936,Mu-woon,ACTOR
49284,tm89936,Kkang Tong,ACTOR
391967,tm89936,Sul-Woon,ACTOR
415761,tm89936,Sun-Dong,ACTOR
415758,tm89936,Baek-Poong,ACTOR
345890,tm89936,Sang-hwan's Mom,ACTOR
209012,tm89936,Police Chief,ACTOR
303589,tm89936,Police Officer Bong,ACTOR
415759,tm89936,Police Sgt. Choi,ACTOR
415760,tm89936,TV Hostess (uncredited),ACTOR
415764,tm89936,Drain Pipe Worker 1 (uncredited),ACTOR
104866,tm89936,Drain Pipe Worker 2 (uncredited),ACTOR
415763,tm89936,Waitress (uncredited),ACTOR
415765,tm89936,Monk Bong Su-nim,ACTOR
89996,tm89936,Yoon Jeon-soo (uncredited),ACTOR
177109,tm89936,Family Doctor (uncredited),ACTOR
242856,tm89936,Gang Member (uncredited),ACTOR
415768,tm89936,Mature Lady Fruit Seller (uncredited),ACTOR
181814,tm89936,Heuk-woon (Elderly Man) (uncredited),ACTOR
415766,tm89936,Cellphone Man (uncredited),ACTOR
61565,tm89936,Staff Executive (uncredited),ACTOR
963504,tm89936,Survey Manager (uncredited),ACTOR
199928,tm89936,Banyagain (uncredited),ACTOR
378689,tm89936,TV Host (uncredited),ACTOR
383578,tm89936,Choon-ha (uncredited),ACTOR
72792,tm89936,,DIRECTOR
603504,ts44663,Lee Doo-hak,ACTOR
635118,ts44663,Oh Jung-jin / Sophia,ACTOR
1778205,ts44663,,ACTOR
416011,tm81461,Jacobo Koller,ACTOR
175839,tm81461,Marta Acuña,ACTOR
212052,tm81461,Herman Koller,ACTOR
168150,tm81461,Martín - newly-married husband,ACTOR
191176,tm81461,Graciela - newly-married wife,ACTOR
279360,tm81461,Karaoke singer,ACTOR
2170078,tm81461,,ACTOR
172793,tm81461,,ACTOR
2170095,tm81461,,ACTOR
2170067,tm81461,,ACTOR
2156817,tm81461,,ACTOR
314208,tm81461,,ACTOR
2170091,tm81461,,ACTOR
2170064,tm81461,,ACTOR
2170102,tm81461,,ACTOR
2170029,tm81461,,ACTOR
2170041,tm81461,,ACTOR
1637607,tm81461,,ACTOR
2170023,tm81461,,ACTOR
2170040,tm81461,,ACTOR
321743,tm81461,,ACTOR
2170080,tm81461,,ACTOR
2156814,tm81461,,ACTOR
738897,tm81461,,ACTOR
2170109,tm81461,,ACTOR
1023883,tm81461,,ACTOR
2170104,tm81461,,ACTOR
2170099,tm81461,,ACTOR
2170048,tm81461,,ACTOR
1997328,tm81461,,ACTOR
2170086,tm81461,,ACTOR
738908,tm81461,,ACTOR
388469,tm81461,,ACTOR
2170063,tm81461,,ACTOR
2170084,tm81461,,ACTOR
2170106,tm81461,,ACTOR
2170105,tm81461,,ACTOR
1166130,tm81461,,ACTOR
2170036,tm81461,,ACTOR
416012,tm81461,,DIRECTOR
258258,tm81461,,DIRECTOR
61025,tm155761,Prem Shankar Sharma,ACTOR
61017,tm155761,Jennifer Pinto (Jenny),ACTOR
134705,tm155761,Rahul Jalan,ACTOR
64207,tm155761,Pitambar Jalan,ACTOR
64433,tm155761,Shiv Shankar Sharma,ACTOR
638249,tm155761,Mr Pinto,ACTOR
197687,tm155761,Mrs Pinto,ACTOR
65833,tm155761,Sharda Sharma,ACTOR
638867,tm155761,Raju,ACTOR
408945,tm155761,Pitambar Jalan's Wife,ACTOR
158590,tm155761,Pitambar Jalan's PA Sheshadri,ACTOR
64434,tm155761,Sajid Don,ACTOR
68740,tm155761,Temple Priest,ACTOR
45228,tm155761,Himself (Special Appearance),ACTOR
64436,tm155761,,DIRECTOR
31897,tm48083,Marcos,ACTOR
4833,tm48083,Raquel,ACTOR
121370,tm48083,Diego,ACTOR
47164,tm48083,Ana,ACTOR
54852,tm48083,Sebastián Vennet,ACTOR
98123,tm48083,Lorena,ACTOR
299426,tm48083,Marcos's Father,ACTOR
105640,tm48083,Marcos's Mother,ACTOR
657394,tm48083,Juan,ACTOR
1464371,tm48083,Ezequiel Quintana (cantautor),ACTOR
813245,tm48083,Tomi,ACTOR
1464789,tm48083,Mariano,ACTOR
1465351,tm48083,Laura,ACTOR
165767,tm48083,Verónica,ACTOR
146977,tm48083,Jefe agencia,ACTOR
329790,tm48083,Enfermera,ACTOR
142763,tm48083,Hombre calle,ACTOR
1761782,tm48083,Cristina,ACTOR
212146,tm48083,,DIRECTOR
15393,tm84348,Michael,ACTOR
8641,tm84348,Curtis Craig aka: Durty Curt From Detroit,ACTOR
35956,tm84348,Eddie Mathematic,ACTOR
1682,tm84348,Captain Pierce,ACTOR
34986,tm84348,Det. Anthony Wade,ACTOR
6380,tm84348,Officer David Teal,ACTOR
101582,tm84348,,DIRECTOR
1765,tm175687,Himself,ACTOR
15595,tm175687,Herself,ACTOR
5784,tm175687,Col. Heinl,ACTOR
11157,tm175687,Narrator,ACTOR
408757,tm175687,,DIRECTOR
53151,tm33067,Ranvir Singh,ACTOR
65024,tm33067,Rajeev Singh,ACTOR
65629,tm33067,Sonia,ACTOR
61017,tm33067,Sophia,ACTOR
5410,tm33067,Robert D'Costa aka R.D.,ACTOR
68951,tm33067,Mini,ACTOR
64107,tm33067,Kabir Ahuja,ACTOR
38637,tm33067,Max - Marriage Registrar (uncredited),ACTOR
26694,tm33067,Gloria Allred,ACTOR
68767,tm33067,,DIRECTOR
68766,tm33067,,DIRECTOR
64437,tm70222,Sivaji Arumugam,ACTOR
118806,tm70222,Adisheshan,ACTOR
74175,tm70222,Tamizhselvi Ramalingham,ACTOR
67676,tm70222,Arivu,ACTOR
135399,tm70222,Dr. Chezhian,ACTOR
141592,tm70222,Kuzhanthai Velu,ACTOR
146561,tm70222,Arumugam,ACTOR
388718,tm70222,Thondaiman,ACTOR
132850,tm70222,Mrs. Arumugam,ACTOR
141516,tm70222,Pazhanisamy,ACTOR
119067,tm70222,Jyothi,ACTOR
133054,tm70222,Ramalingam,ACTOR
146895,tm70222,Astrologer,ACTOR
145009,tm70222,Arivu's Lawyer,ACTOR
388720,tm70222,Doctor who provides treatment to Kuzhandhaivel,ACTOR
163405,tm70222,Velu,ACTOR
157701,tm70222,Customer who enquires about Kanjira,ACTOR
65263,tm70222,Special Appearance for Ballelaka Song,ACTOR
67383,tm70222,Cameo Appearance,ACTOR
146825,tm70222,Cameo Appearance,ACTOR
145842,tm70222,Cameo Appearance,ACTOR
133053,tm70222,Cameo Appearance,ACTOR
67382,tm70222,Cameo Appearance,ACTOR
133071,tm70222,Police Inspector,ACTOR
885469,tm70222,Dancer (Uncredited),ACTOR
66320,tm70222,Voice Dubbing for Shriya Saran,ACTOR
143176,tm70222,,DIRECTOR
58215,tm105278,Inuyasha,ACTOR
434,tm105278,Kagome Higurashi,ACTOR
94677,tm105278,Miroku,ACTOR
87192,tm105278,Sango,ACTOR
144786,tm105278,Shippo,ACTOR
30768,tm105278,Naraku,ACTOR
115791,tm105278,Kagura,ACTOR
461,tm105278,Kanna,ACTOR
123602,tm105278,Kohaku,ACTOR
33194,tm105278,Kaguya,ACTOR
132748,tm105278,Myōga,ACTOR
400512,tm105278,,DIRECTOR
898731,tm352243,Himself,ACTOR
898730,tm352243,,DIRECTOR
4824,ts98316,Narrator,ACTOR
80724,tm82718,Arif / Komutan Logar / Erşan Kuneri,ACTOR
135120,tm82718,Prenses Ceku,ACTOR
135117,tm82718,Garavel,ACTOR
135122,tm82718,Robot 216,ACTOR
135116,tm82718,Bob Marley Faruk,ACTOR
135119,tm82718,Kuna,ACTOR
135121,tm82718,Rendroy,ACTOR
135123,tm82718,Amir Tocha,ACTOR
135118,tm82718,Mulu,ACTOR
135124,tm82718,Tihulu,ACTOR
97738,tm82718,Doktor,ACTOR
672118,tm82718,Doktor,ACTOR
231907,tm82718,Dergi Editörü,ACTOR
450850,tm82718,,ACTOR
124344,tm82718,,DIRECTOR
55476,tm98975,Ethan Mascarenhas,ACTOR
48486,tm98975,Sophie D'souza,ACTOR
65500,tm98975,Devyani Dutta,ACTOR
103221,tm98975,Omar Siddiqui,ACTOR
63056,tm98975,Radhika Talwar,ACTOR
410243,tm98975,Dr. Nayak,ACTOR
58598,tm98975,Neville D'Souza,ACTOR
128295,tm98975,Vipin Patel,ACTOR
1146408,tm98975,Estella Francis,ACTOR
69281,tm98975,Ethan's Mother,ACTOR
234479,tm98975,Bar Singer,ACTOR
134555,tm98975,News Reader,ACTOR
1267358,tm98975,Father Samuel,ACTOR
53952,tm98975,,DIRECTOR
9240,ts98252,Skipper (voice),ACTOR
1950,ts98252,Rico the Penguin (voice),ACTOR
9232,ts98252,Melman (voice),ACTOR
22676,ts98252,Mort (voice),ACTOR
5664,ts98252,Kowalski (voice),ACTOR
8709,ts98252,Alex (voice),ACTOR
916,ts98252,Gloria (voice),ACTOR
6306,ts98252,Santa (voice),ACTOR
47007,ts98252,Private (voice),ACTOR
9233,ts98252,Marty (voice),ACTOR
4678,ts98252,Maurice (voice),ACTOR
64201,tm101609,Sooraj Kumar,ACTOR
61025,tm101609,Samar Pratap,ACTOR
66872,tm101609,Veerendra 'Veeru' B. Pratap,ACTOR
61017,tm101609,Indu R. Sakseria / Indu P. Pratap,ACTOR
63656,tm101609,Prithviraj 'Prithvi' C. Pratap,ACTOR
68928,tm101609,Brij Gopal,ACTOR
55478,tm101609,Bhaskar Sanyal,ACTOR
46388,tm101609,Sarah,ACTOR
142138,tm101609,Chandra Pratap,ACTOR
14199,tm101609,Babulal,ACTOR
64433,tm101609,Ramnath Rai,ACTOR
62781,tm101609,Party Worker,ACTOR
68174,tm101609,SP Sharma,ACTOR
144389,tm101609,Ram Charittra,ACTOR
68175,tm101609,,DIRECTOR
11472,tm418157,Himself (Stock Footage),ACTOR
11475,tm418157,Himself,ACTOR
1549,tm418157,Himself,ACTOR
11476,tm418157,Himself,ACTOR
11474,tm418157,Himself,ACTOR
11473,tm418157,Himself,ACTOR
8708,tm418157,Himself,ACTOR
20275,tm418157,Himself,ACTOR
6306,tm418157,Himself,ACTOR
13568,tm418157,Himself,ACTOR
8555,tm418157,Himself,ACTOR
15667,tm418157,Himself,ACTOR
15668,tm418157,Himself,ACTOR
8902,tm418157,Himself,ACTOR
1112,tm418157,Himself,ACTOR
7194,tm418157,Himself,ACTOR
11615,tm418157,Himself,ACTOR
189233,tm418157,,DIRECTOR
61022,tm39557,Jai Rathod,ACTOR
61710,tm39557,Aditi Wadia,ACTOR
119154,tm39557,Meghna,ACTOR
249969,tm39557,Amit,ACTOR
117116,tm39557,Shaleen 'Shali',ACTOR
377520,tm39557,Jignesh 'Jiggy' Patel,ACTOR
377517,tm39557,Sandhya 'Bombs',ACTOR
69743,tm39557,Sushant Modi,ACTOR
55478,tm39557,Amar Singh,ACTOR
64749,tm39557,Savitri Rathore,ACTOR
377518,tm39557,Ravindran 'Rotlu',ACTOR
310914,tm39557,Mala,ACTOR
345381,tm39557,Vivek,ACTOR
124773,tm39557,Nilesh,ACTOR
91078,tm39557,Peachy,ACTOR
1577416,tm39557,Pumpkin,ACTOR
1577419,tm39557,Bartender,ACTOR
1577304,tm39557,Amit,ACTOR
64509,tm39557,Bhalu,ACTOR
65673,tm39557,Bagheere,ACTOR
69034,tm39557,Vaghmare,ACTOR
74173,tm39557,Meghna's father,ACTOR
144177,tm39557,Meghna's mother,ACTOR
69743,tm39557,Sushant,ACTOR
1577452,tm39557,Vikram,ACTOR
68533,tm39557,Sushant's father,ACTOR
64205,tm39557,Airport Officer,ACTOR
1577534,tm39557,Hawaldar Gaikonde,ACTOR
127942,tm39557,,DIRECTOR
36967,tm150521,Ho Kwok Fai / Brain,ACTOR
38954,tm150521,Fong Chau,ACTOR
224974,tm150521,Woman,ACTOR
38955,tm150521,Uncle,ACTOR
26023,tm150521,Fatty,ACTOR
38957,tm150521,Wong,ACTOR
38956,tm150521,Fong-chow's wife,ACTOR
30998,tm150521,Brain's wife,ACTOR
38958,tm150521,Mr Wong's father,ACTOR
99218,tm150521,Triad Boss,ACTOR
99219,tm150521,Buyer,ACTOR
506294,tm150521,Police Detective,ACTOR
2373892,tm150521,Shopkeeper,ACTOR
2373898,tm150521,Landlord,ACTOR
2373886,tm150521,Bus Driver,ACTOR
38960,tm150521,,DIRECTOR
49840,tm30289,Himself / Walter / Sweet Daddy Dee / Bubba J / Peanut / José Jalapeño on a Stick,ACTOR
65462,tm30289,,DIRECTOR
38632,tm141117,Raj Mathur,ACTOR
45227,tm141117,Priya Chopra,ACTOR
118909,tm141117,Sameer,ACTOR
62780,tm141117,Manubhai,ACTOR
118910,tm141117,Mrs. Manubhai,ACTOR
67056,tm141117,Mr. Chopra,ACTOR
26953,tm141117,Anna Mausi,ACTOR
38637,tm141117,Nandu,ACTOR
422866,tm141117,Dhobi,ACTOR
63664,tm141117,Paanwala,ACTOR
1348,tm141117,Traffic Policeman,ACTOR
411526,tm141117,Friend,ACTOR
748859,tm141117,,ACTOR
104035,tm141117,,DIRECTOR
57418,tm80339,Naruto Uzumaki (voice),ACTOR
57417,tm80339,Sakura Haruno (voice),ACTOR
3978,tm80339,Sasuke Uchiha (voice),ACTOR
57416,tm80339,Kakashi Hatake (voice),ACTOR
350940,tm80339,Sōsetsu Kazahana (voice),ACTOR
142,tm80339,Yukie Fujikaze (voice),ACTOR
7423,tm80339,Nadare Roga (voice),ACTOR
84499,tm80339,Sendayu Asama (voice),ACTOR
95544,tm80339,Fubuki Kakuyoku (voice),ACTOR
36374,tm80339,Doto Kazahana (voice),ACTOR
11379,tm80339,Makino (voice),ACTOR
25343,tm80339,Kin / Buriken (voice),ACTOR
459319,tm80339,Hidero (voice),ACTOR
454486,tm80339,Mizore Fuyukuma (voice),ACTOR
85460,tm80339,,DIRECTOR
66826,tm33729,Jai Mittal,ACTOR
68928,tm33729,Raghav Shastri,ACTOR
68951,tm33729,Rupali,ACTOR
48489,tm33729,Mrs. Shastri,ACTOR
12022,tm33729,Arjun Bajaj's Daughter (Guest Appearance),ACTOR
67403,tm33729,Mr. Batliwala,ACTOR
401254,tm33729,Arjun Bajaj,ACTOR
63666,tm33729,Narrator (voice) (uncredited),ACTOR
66876,tm33729,,DIRECTOR
64201,tm93004,Michael Mukherjee,ACTOR
63660,tm93004,Lallan Singh,ACTOR
63457,tm93004,Arjun Balachandran,ACTOR
45227,tm93004,Sashi Biswas,ACTOR
48004,tm93004,Mira,ACTOR
67103,tm93004,Radhika,ACTOR
14176,tm93004,Prosonjit Bannerjee,ACTOR
64527,tm93004,Gopal Singh,ACTOR
66427,tm93004,Dablu,ACTOR
68387,tm93004,Arjun's Father,ACTOR
242536,tm93004,Vishnu,ACTOR
69451,tm93004,Shobha,ACTOR
66248,tm93004,Trilok,ACTOR
176390,tm93004,Girl at Embassy (Uncredited Role),ACTOR
133562,tm93004,Michael's Friend (Uncredited Role),ACTOR
141111,tm93004,Arun Balachandran,ACTOR
66323,tm93004,,DIRECTOR
61025,tm145243,Sidharth Mehra (Sid),ACTOR
64471,tm145243,Aisha Bannerjee,ACTOR
65852,tm145243,Kabir,ACTOR
1345,tm145243,Ram Mehra,ACTOR
53948,tm145243,Sarita Mehra,ACTOR
301558,tm145243,Rishi,ACTOR
366679,tm145243,Laxmi,ACTOR
397749,tm145243,Sonia,ACTOR
26954,tm145243,Debbie,ACTOR
169236,tm145243,Tanya Lathia,ACTOR
103222,tm145243,,DIRECTOR
22308,tm34524,Luffy,ACTOR
36373,tm34524,Roronoa Zoro,ACTOR
58214,tm34524,Nami,ACTOR
58215,tm34524,Usopp,ACTOR
60138,tm34524,Sanji,ACTOR
28164,tm34524,Tony Tony Chopper,ACTOR
177866,tm34524,Nico Robin,ACTOR
58718,tm34524,Franky,ACTOR
22304,tm34524,Dr. Kureha,ACTOR
35989,tm34524,Kuromarimo (voice),ACTOR
103343,tm34524,Chess,ACTOR
39707,tm34524,Wapol,ACTOR
42359,tm34524,Isshi 1,ACTOR
376068,tm34524,Mushul,ACTOR
479477,tm34524,Dalton,ACTOR
376071,tm34524,,DIRECTOR
48003,tm111226,Guru Gulab Khatri,ACTOR
48005,tm111226,Dr. Anmol Acharya,ACTOR
69034,tm111226,Manilal Patel,ACTOR
102504,tm111226,Preeti,ACTOR
67043,tm111226,Tina Chippa (Anmol's receptionist),ACTOR
48006,tm111226,Mona,ACTOR
64404,tm111226,Yeda Anna,ACTOR
38637,tm111226,Chhota Chhatri,ACTOR
14176,tm111226,Mafia Don,ACTOR
69049,tm111226,,DIRECTOR
38632,tm23441,Dev Saran,ACTOR
45227,tm23441,Maya Talwar,ACTOR
63361,tm23441,Riya Saran,ACTOR
63660,tm23441,Rishi Talwar,ACTOR
6958,tm23441,Samarjit 'Sam' Talwar,ACTOR
66826,tm23441,Guest Appearance,ACTOR
48008,tm23441,Kamaljeet Saran,ACTOR
102211,tm23441,Arjun Saran,ACTOR
38633,tm23441,Piano dancer (uncredited--special appearance),ACTOR
63656,tm23441,Jai,ACTOR
45230,tm23441,Guest Appearance (uncredited),ACTOR
164494,tm23441,,ACTOR
45230,tm23441,,DIRECTOR
66029,tm166293,Nandakishore 'Nandu' Khatri,ACTOR
394035,tm166293,Biniya,ACTOR
63057,tm166293,Robot Owner,ACTOR
64481,tm166293,,DIRECTOR
57418,tm24576,Naruto Uzumaki (voice),ACTOR
57417,tm24576,Sakura Haruno (voice),ACTOR
57658,tm24576,Rock Lee (voice),ACTOR
57416,tm24576,Kakashi Hatake (voice),ACTOR
348,tm24576,Michiru Tsuki (voice),ACTOR
30770,tm24576,Hikaru Tsuki (voice),ACTOR
376070,tm24576,Kakeru Tsuki (voice),ACTOR
97735,tm24576,Amayo (voice),ACTOR
50947,tm24576,Principal (voice),ACTOR
12405,tm24576,Korega (voice),ACTOR
728973,tm24576,Shabadaba (voice),ACTOR
136929,tm24576,Ishidate (voice),ACTOR
10868,tm24576,Karenbana (voice),ACTOR
89894,tm24576,Kongo (voice),ACTOR
58673,tm24576,,DIRECTOR
55478,tm92977,Khalujaan,ACTOR
61023,tm92977,Krishna Verma,ACTOR
67401,tm92977,Babban Hussain,ACTOR
68511,tm92977,Kamalkant Kakkad,ACTOR
4049,tm92977,Vidyadhar Verma,ACTOR
139345,tm92977,Manju Kakkad,ACTOR
220197,tm92977,Nandu,ACTOR
789172,tm92977,Mamta,ACTOR
138721,tm92977,,DIRECTOR
4047,tm77348,Debu,ACTOR
67162,tm77348,Ranjeet,ACTOR
64471,tm77348,Shruti,ACTOR
91075,tm77348,Rahul,ACTOR
62775,tm77348,Akash,ACTOR
57762,tm77348,Neha,ACTOR
198672,tm77348,Shikha,ACTOR
63665,tm77348,Amol,ACTOR
62778,tm77348,Radio Jockey,ACTOR
66027,tm77348,Doctor,ACTOR
69281,tm77348,Vaijanti,ACTOR
142140,tm77348,Gupta,ACTOR
67889,tm77348,Shruti's Boss,ACTOR
1352,tm77348,Rock Band Leader (Guest Appearance),ACTOR
202602,tm77348,,DIRECTOR
110329,ts34414,Andrés Ferreira Mancera / Andrés Galindo Romero,ACTOR
1399943,ts34414,Bryan Leónidas Galindo Romero / Bryan Leónidas Ferreira Mancera,ACTOR
331622,ts34414,Rosmery Peláez Ortiz,ACTOR
725690,ts34414,Mateo  López Ferreira,ACTOR
2319051,ts34414,Fernanda Sanmiguel,ACTOR
1320883,ts34414,Antonia Mancera de Ferreira,ACTOR
489835,ts34414,Leónidas Galindo,ACTOR
930856,ts34414,Hugo Castro,ACTOR
2319209,ts34414,"Fidel Ernesto Peláez Ortiz ""El Gordo""",ACTOR
736839,ts34414,Ingrid Peláez Ortiz,ACTOR
2319050,ts34414,Lizeth Tatiana Rubio,ACTOR
2027893,ts34414,Maritza Juliana Buenahora,ACTOR
2319233,ts34414,Miller Anselmo Afanador Carranza,ACTOR
418226,ts34414,Anselmo Afanador,ACTOR
930844,ts34414,Paulina Carrillo,ACTOR
661687,ts34414,Nury,ACTOR
11472,ts29199,,ACTOR
1549,ts29199,,ACTOR
11476,ts29199,,ACTOR
11475,ts29199,,ACTOR
11474,ts29199,,ACTOR
11473,ts29199,,ACTOR
61022,tm91323,Jay,ACTOR
61024,tm91323,Simran,ACTOR
353218,tm91323,Raaj,ACTOR
353219,tm91323,Veer Kapoor,ACTOR
67167,tm91323,Gisselle,ACTOR
68234,tm91323,Kunal,ACTOR
63374,tm91323,Simran's Mother,ACTOR
314023,tm91323,Bartender,ACTOR
353220,tm91323,Nikhil,ACTOR
342382,tm91323,Jay's Mother,ACTOR
233622,tm91323,Special Appearance,ACTOR
65088,tm91323,,DIRECTOR
38632,tm88366,Major Ram Prasad Sharma,ACTOR
64401,tm88366,Sanjana Bakshi a.k.a Sanju,ACTOR
64402,tm88366,Lakshman Prasad Sharma a.k.a Lucky,ACTOR
64403,tm88366,Miss Chandni,ACTOR
64404,tm88366,Raghavan / Major Raghav Dutta,ACTOR
55478,tm88366,Brigadier Shekhar Sharma,ACTOR
48008,tm88366,Mrs. Sharma,ACTOR
64405,tm88366,Mini,ACTOR
38636,tm88366,The Principal,ACTOR
62780,tm88366,Professor Rasai,ACTOR
64205,tm88366,Khan,ACTOR
4051,tm88366,Special Appearance,ACTOR
36899,tm88366,Special Appearance,ACTOR
11646,tm88366,General Amarjeeth Bakshi,ACTOR
104973,tm88366,Mrs. Kakkad,ACTOR
415969,tm88366,Vivek,ACTOR
415970,tm88366,Percy,ACTOR
63670,tm88366,,DIRECTOR
4047,tm156575,Billas Pardesi aka Billo Barber,ACTOR
38632,tm156575,Sahir Khan,ACTOR
62777,tm156575,Billu's Wife,ACTOR
14176,tm156575,Sahukaar Daamchand,ACTOR
63367,tm156575,Zallan Kumar,ACTOR
64443,tm156575,Gunja,ACTOR
64444,tm156575,Ronak,ACTOR
63059,tm156575,Damodar Dubey,ACTOR
64445,tm156575,Taro Bapu,ACTOR
48004,tm156575,Sahir Khan's Heroine,ACTOR
12022,tm156575,Sahir Khan's Heroine,ACTOR
53150,tm156575,Sahir Khan's Heroine,ACTOR
64529,tm156575,Naubat Chacha,ACTOR
136144,tm156575,'Modern' Madan,ACTOR
399025,tm156575,Principal Gahalot,ACTOR
64446,tm156575,,DIRECTOR
38632,tm164389,Kishanlal / Ghost,ACTOR
45227,tm164389,Lachchi,ACTOR
1345,tm164389,Bhanwarlal,ACTOR
345117,tm164389,Kamli,ACTOR
63367,tm164389,Bhoja,ACTOR
67991,tm164389,Kanwarlal,ACTOR
409632,tm164389,Kishanlal's Cousin,ACTOR
105257,tm164389,Jeevraj,ACTOR
64749,tm164389,Female Puppet (Voice),ACTOR
55478,tm164389,Male Puppet (Voice),ACTOR
6958,tm164389,Gadariya (Special Appearance),ACTOR
29760,tm164389,Gajrobai (Special Appearance),ACTOR
64404,tm164389,Sunderlal (Special Appearance),ACTOR
69535,tm164389,,DIRECTOR
61021,tm37945,Aditya Shroff,ACTOR
63656,tm37945,Joseph Mascarenhas,ACTOR
172567,tm37945,Kedar Zaveri,ACTOR
172568,tm37945,Robin Mehta,ACTOR
66875,tm37945,Sakshi,ACTOR
65748,tm37945,Debbie,ACTOR
66481,tm37945,Devika,ACTOR
141550,tm37945,Tanya,ACTOR
246674,tm37945,Band #2 Performing in contest 2,ACTOR
64107,tm37945,Bajaj,ACTOR
725037,tm37945,Ajay (Chakravyuh Band),ACTOR
48011,tm37945,Music Producer (Uncredited),ACTOR
172569,tm37945,,DIRECTOR
68116,tm106625,Rahul,ACTOR
67494,tm106625,Shruti,ACTOR
65499,tm106625,Adarsh,ACTOR
358777,tm106625,Rashmi,ACTOR
249975,tm106625,Prabhat,ACTOR
358778,tm106625,Naina,ACTOR
358779,tm106625,Loki Local,ACTOR
692473,tm106625,,ACTOR
61027,tm106625,,DIRECTOR
100232,tm65142,Vivi Nefertari,ACTOR
58214,tm65142,Nami,ACTOR
60138,tm65142,Sanji,ACTOR
58215,tm65142,Usopp,ACTOR
58718,tm65142,Mr. 2 Bon Clay,ACTOR
36373,tm65142,Roronoa Zoro,ACTOR
61035,tm65142,Sir Crocodile / Mr. 0,ACTOR
374265,tm65142,Mayday,ACTOR
103344,tm65142,Vice-Leader,ACTOR
60138,tm65142,Karu,ACTOR
130026,tm65142,Kappa,ACTOR
42368,tm65142,Terakotta,ACTOR
386496,tm65142,Mr.7,ACTOR
43854,tm65142,Peru,ACTOR
99997,tm65142,Chaka,ACTOR
103597,tm65142,Mrs. Merry Christmas,ACTOR
88338,tm65142,Toto,ACTOR
386497,tm65142,Mr.4,ACTOR
14001,tm65142,Koza,ACTOR
88341,tm65142,Mr.1,ACTOR
127040,tm65142,Miss Fathersday,ACTOR
386498,tm65142,Mrs. Double Finger,ACTOR
89841,tm65142,Cobra Nefertari,ACTOR
28164,tm65142,Tony Tony Chopper,ACTOR
22308,tm65142,Monkey D. Luffy,ACTOR
42359,tm65142,Rassu,ACTOR
177866,tm65142,Nico Robin / Miss All-Sunday,ACTOR
386499,tm65142,,DIRECTOR
61022,tm99450,Abhay Gulati,ACTOR
53150,tm99450,Aaliya Khan,ACTOR
65748,tm99450,Nadia,ACTOR
67321,tm99450,Ayesha Khan,ACTOR
26953,tm99450,Pammi Bua,ACTOR
220254,tm99450,Jeet Gulati,ACTOR
956626,tm99450,Theatre Director,ACTOR
1187032,tm99450,Khaala,ACTOR
706371,tm99450,Teenage Abhay,ACTOR
1147602,tm99450,Young Abhay,ACTOR
357210,tm99450,Young Aaliya,ACTOR
383753,tm99450,Kamal Gulati,ACTOR
68302,tm99450,,DIRECTOR
1339,tm149209,Charlie / Guddu,ACTOR
12022,tm149209,Sweety,ACTOR
118856,tm149209,Sunil Shekhar Bhope (Bhope Bhau),ACTOR
365825,tm149209,Mujeeb,ACTOR
104754,tm149209,Lobo,ACTOR
67217,tm149209,Mikhail,ACTOR
247723,tm149209,Lele,ACTOR
4049,tm149209,Flight Purser,ACTOR
322344,tm149209,Vivian,ACTOR
729337,tm149209,Ragos,ACTOR
68527,tm149209,Shumon,ACTOR
64481,tm149209,,DIRECTOR
67,tm23977,Eliseo Montalbán,ACTOR
72876,tm23977,Ricardo Coppa,ACTOR
39417,tm23977,Claudio Leal,ACTOR
402352,tm23977,Georgina,ACTOR
278458,tm23977,Doctor Roth,ACTOR
193826,tm23977,Isidora Subercaseaux,ACTOR
347619,tm23977,Aníbal Montalbán,ACTOR
212172,tm23977,Víctor Pacian,ACTOR
39422,tm23977,Miguel Recabarren,ACTOR
322336,tm23977,Alejandro Rage,ACTOR
79,tm23977,Macarena Sancho,ACTOR
72,tm23977,Dubó,ACTOR
51119,tm23977,Carlitos,ACTOR
1532248,tm23977,Natalia Montalbán,ACTOR
490465,tm23977,Municipal Theater Director,ACTOR
1532250,tm23977,Man at the Wake,ACTOR
517617,tm23977,Woman at the Wake,ACTOR
1422375,tm23977,Cardenal,ACTOR
